15822,12610.096999999998
15823,13542.322
15824,34286.01266666667
15825,8562.498333333333
15827,25472.416507936505
15828,14268.274
15829,8081.93
15830,12875.865166666666
15831,10415.908333333333
15832,15392.54
15833,23565.55
15834,10971.982333333333
15836,19614.368000000006
15838,17142.69714285714
15840,17416.935166666663
15841,15145.666999999998
15842,34881.479999999996
15843,11117.245
15844,23965.594166666666
15845,13722.54
15846,9058.42
15847,17929.8725
15848,14382.338
15849,11956.84
15850,23469.60733333333
15851,12495.52
15852,28826.96
15853,16276.706666666665
15854,19607.472000000005
15855,16465.500476190475
15856,14164.43
15857,18228.548499999997
15858,14898.721666666665
15859,40965.11
15860,11693.110833333334
15861,13716.62
15862,12194.168333333335
15863,16702.88
15864,16123.746666666666
15865,29460.83
15866,9013.475
15867,12277.303333333335
15868,27783.153333333332
15869,14113.89
15870,31430.69
15871,12200.356666666667
15873,23214.87
15874,29628.01
15875,22144.991666666665
15876,14890.411714285712
15877,40091.3775
15878,15056.07
15879,14002.846666666665
15880,14634.3
15881,13402.514166666666
15882,21957.835833333334
15883,8943.590833333334
15884,16911.15
15885,16065.75
15887,8914.08
15888,27720.61
15889,33601.4675
15890,12516.81
15891,25542.235
15892,12398.444595238094
15893,27313.51
15894,11304.058
15895,30277.57
15897,14531.76
15898,8730.3375
15899,16721.53
15900,12569.949166666667
15901,27313.51
15902,18217.44
15903,17448.61
15904,14894.12
15905,39360.79835714286
15906,10205.93
15907,12688.015
15908,23960.195
15909,13701.765428571429
15910,13746.653333333332
15912,17831.245
15913,16208.16
15914,11239.24
15915,34074.9225
15916,25673.53
15918,15807.35
15919,8574.99
15920,12490.603333333333
15921,38653.132999999994
15922,9712.903333333332
15923,14180.939833333336
15924,11494.415666666664
15925,15298.218333333332
15926,11596.53
15927,23790.12
15928,17820.796
15929,14792.405
15930,16802.537
15932,16681.976666666666
15933,15565.683333333332
15934,9295.526666666667
15935,14543.683333333332
15936,30406.902642857145
15937,13048.5
15939,9598.59
