15822,14824.836154291232
15823,13876.121479801039
15824,36033.541744236085
15825,10436.022545690073
15827,25221.226950893237
15828,14421.38507187409
15829,9625.56301666315
15830,13690.324592028705
15831,10495.729529777786
15832,15638.160363867053
15833,24907.21441411559
15834,11384.997339236563
15836,19747.550940920246
15838,16817.10627366742
15840,15457.669619063874
15841,14345.446860939279
15842,37058.315148715206
15843,10775.514239481252
15844,25696.768120639565
15845,14872.595016471263
15846,10396.089002979772
15847,14079.736458611804
15848,15596.247304996872
15849,11066.240325698267
15850,22551.711443882938
15851,12263.437993155643
15852,26100.106071863243
15853,14683.656607414234
15854,20147.57447697645
15855,16752.90335922319
15856,14452.418579222161
15857,17722.89816273047
15858,14903.42911465012
15859,38860.15120787054
15860,10810.824172142737
15861,15423.404569025728
15862,14472.524045243808
15863,15961.57538103202
15864,13459.885360011358
15865,29922.051283199267
15866,10898.127338487506
15867,14513.773331706045
15868,23141.712617584846
15869,15563.763974313635
15870,30341.233851755238
15871,12490.57327883072
15873,22309.115300669808
15874,29323.29871767264
15875,17748.412934493077
15876,15077.182697196717
15877,39085.86081503416
15878,16241.24192684497
15879,13539.178935039745
15880,15597.158151572325
15881,14438.032179713118
15882,18360.042319472213
15883,11071.8809210341
15884,14646.277627790403
15885,16137.460844086127
15887,10867.594388858695
15888,24263.89943618917
15889,31174.778619221637
15890,13188.972897920474
15891,26623.016822950245
15892,13786.200922613076
15893,29746.84887591987
15894,11176.743190172521
15895,27316.01297886685
15897,15533.199938116184
15898,10847.562440602704
15899,16539.52448579628
15900,14802.132325153447
15901,29767.883317785618
15902,17264.758826748188
15903,16086.417416099239
15904,15123.215890727031
15905,38864.3097017114
15906,10802.756508235707
15907,13104.915099139218
15908,26142.326872473674
15909,13667.895900150572
15910,15806.804890512081
15912,16176.658610886789
15913,15778.333528562987
15914,11361.54141534792
15915,31131.074787501475
15916,26233.43515907209
15918,17330.815099381667
15919,11075.195018395218
15920,14401.358542434584
15921,38093.66040919177
15922,10973.055743379255
15923,13865.383670646377
15924,12633.736678645546
15925,15851.307943762193
15926,11460.27119343568
15927,22646.15920361872
15928,16944.494970799213
15929,14581.165874788552
15930,15582.76864526403
15932,15371.396327515911
15933,15205.31814539785
15934,10623.40737560537
15935,14620.00786089366
15936,27631.494005817392
15937,12660.112279921867
15939,9947.37558167457
15940,25777.859895692687
15941,11550.178491165874
15942,15164.976028090723
15943,14217.64371356924
15944,15913.629735292354
15945,29995.221423670577
15947,16492.002813767183
15949,16773.399168911947
15950,41542.90678410347
15951,10506.236099017036
15952,20595.744370348133
15953,12366.48950139524
15954,12513.03246406176
15955,15537.618505582148
15957,18340.12384979611
15958,13201.762774189909
15959,19119.473413348926
15960,27740.513603840773
15961,15415.005280857647
15962,21697.558106465425
15963,17823.701186966893
15964,33503.059066766225
15965,18552.249053162606
15966,21606.30608671986
15967,50148.17567468615
15968,13221.334069828037
15969,22829.131673709533
15970,21332.609494749195
15971,15728.457887192506
15972,18523.43672301734
15973,27840.921062814698
15974,13768.041348546578
16239,8091.122760565628
16240,5037.027634060195
16241,6380.08161131706
16243,4255.603273894396
16244,3868.953669373833
16246,7137.69424685195
16247,7183.98254305034
16248,9712.363662167802
16249,6394.358704673225
16252,6153.605870213546
16253,10541.567430479314
16255,4194.511498849196
16256,5796.028758758367
16257,8383.839865253038
16258,9757.34628900729
16259,5832.457853675509
16260,9431.138569468194
16261,7578.39831982217
16262,4922.452730181934
16264,4667.674095033031
16265,6272.17642961556
16266,4175.184120329288
16267,3911.7674991615986
16268,5145.570657525654
16269,7984.771398797877
16270,7065.088132967621
16271,6286.453522971724
16272,4730.236757457792
16273,5065.01711772946
16274,10714.075844988596
16275,4319.645810359391
16276,4356.898182069644
16277,5958.415441978816
16278,3941.306529623869
16279,8643.126660913491
16280,6992.101411325933
16281,9634.188557833364
16282,10384.869938011998
16283,7631.337362259176
16284,6394.206184016758
16285,6046.719613725289
16286,4507.290387432273
16287,5352.247922277379
16288,9872.595769390437
16289,8069.909311728801
16290,7468.503756280188
16291,4252.537739524864
16292,6408.483277372922
16293,4342.521266154846
16294,10921.428109834174
16295,4190.387011921332
16296,4355.196536578957
16297,3810.9878302098587
16298,5792.005024038872
16299,6420.463780894519
16300,3746.1098764434964
16301,6631.417877407439
16302,8693.795925802566
16303,3511.810240336973
16304,8396.739373264605
16305,4495.264733556934
16306,3776.259259516719
16307,9410.587011571284
16308,10261.478696914657
16309,3886.1780734214726
16310,5523.633787153367
16312,3772.896884494995
16313,5527.820339345824
16315,5885.397450801001
16316,6654.195896089782
16317,6182.827734761908
16318,3047.784426455836
16319,8293.816255362246
16320,3223.8598996920227
16321,5793.508220032202
16323,6695.737304014327
16324,7793.338184080609
16325,5184.88708788459
16326,10327.614162910972
16327,11021.495774120516
16328,4139.55187789889
16329,4371.621945604225
16330,6062.799663836143
16332,5372.339970097691
16333,6602.3556058098
16334,3893.4681604345196
16336,5366.916385090254
16337,3538.838650060714
16338,6586.874467391123
16339,3418.170389636419
16340,9167.74819487865
16341,6342.233983632761
16342,9218.532374532893
16343,3774.3887720698804
16345,6743.36867482374
16346,7877.233537586173
16347,5773.60814944941
16348,9031.496323082096
16349,4320.248140444938
16350,4636.795051554542
16351,9308.939941720617
16353,6469.6077673058535
16354,5553.036232643743
16355,4074.1644229805706
16356,3719.534912606762
16357,9172.688069924061
16358,4339.649519603337
16359,5914.799896291376
16360,6620.762598431416
16361,6679.316014238662
16363,4936.060354511423
16364,3479.1317687158553
16365,3753.2764694669404
16366,9051.345154602684
16367,6949.832203774395
16368,6872.36597871392
16369,3738.7648598100295
16370,5506.624626623375
16371,9251.532158869959
16372,6194.052515058714
16373,6467.929145099047
16374,3858.1727360611894
16375,6863.7083958576895
16377,5497.967043767142
16378,3951.238624727368
16379,5857.392113440719
16380,7961.01750157748
16381,5495.628449793085
16383,6248.838139070271
16386,3816.119743481836
16387,4335.29173557539
16388,9436.735363053016
16389,7526.283010421344
16390,4036.076733126969
16391,6442.500502943903
16392,9628.00109496222
16393,4902.0975831943515
16395,4405.286423640052
16396,7442.585303583361
16397,4513.275813629031
16399,8616.120579145321
16401,4187.286391014262
16402,6181.428778760175
16404,17605.70130094358
16405,6548.368570740973
16406,5196.784904729723
16407,4115.650175152537
16408,7078.6913362325995
16409,9687.989756725367
16410,7771.6797191103515
16411,4335.60716479767
16412,7087.389452209181
16413,6311.533249095565
16414,9927.531526632922
16415,6250.383536085284
16416,11411.08599708451
16417,5337.843988064448
16418,8648.723969661323
16419,8840.913941133356
16420,7501.641163578302
16421,9843.065080194443
16422,6653.039560179806
16423,5434.702557929179
16424,8000.399043834916
16425,8208.763344820512
16426,20659.586410762724
16427,8125.7495254633
16429,5862.037815004783
16431,11140.040538000896
16432,6536.6430932540125
16433,9589.74535023978
16434,7366.046903980127
16435,8713.406387635237
16436,11648.27020988927
